Porosity,Permeability,Formation_Strength,Oil_Production_Rate,Water_Cut,Gas_Oil_Ratio,Reservoir_Pressure,Bottom_Hole_Pressure,Drawdown_Pressure,Sand_Grain_Size,Formation_Depth,Well_Age_Days,Completion_Type,Production_Rate_Change,Pressure_Decline_Rate,Sand_Production
0.16,1.0,7471.11,563.69,0.48,1110.4,2554.09,2928.03,876.44,0.12,2978.26,2644.05706417533,0,17.25,37.95,0
0.22,3.4,9573.19,360.2,0.33,366.82,3404.09,2403.23,534.03,0.13,1750.76,1214.3702353266622,2,-37.08,25.88,0
0.21,5.23,8877.43,210.49,0.27,1254.06,3530.97,3129.48,699.39,0.17,1774.93,142.0541676125904,1,51.36,48.24,0
0.15,2.21,6487.98,486.78,0.12,325.56,3468.13,2613.39,571.34,0.14,3404.43,2410.261160195009,1,38.17,89.24,0
0.24,2.09,9586.14,506.51,0.28,266.05,3768.94,3119.98,577.84,0.15,1890.12,3607.015570143551,1,24.18,64.79,0
0.22,9.08,8650.18,733.24,0.27,1289.35,3932.49,2463.77,906.4,0.16,3122.82,524.3342023135626,0,33.96,52.82,0
0.22,1.27,5144.36,424.81,0.37,590.33,4004.02,3220.74,409.68,0.13,2497.12,2694.053634187985,1,-6.26,46.79,0
0.11,2.89,6847.35,607.71,0.29,1093.09,2572.61,2604.91,954.42,0.15,2749.87,2424.063683867001,2,-19.59,59.57,0
0.19,3.62,9835.69,462.53,0.17,872.4,3357.75,2529.58,1303.93,0.12,2584.58,2162.153583310562,0,-20.09,52.66,0
0.35,50.0,3930.6,334.21,0.94,1295.31,3718.65,3018.49,1739.7,0.34,1538.61,1463.0019886503708,1,-93.0,102.38,1
0.16,3.08,9354.59,513.38,0.17,982.15,3568.7,2917.1,660.77,0.15,2004.4,1715.990279443348,0,-19.0,42.22,0
0.17,2.62,8786.88,546.69,0.57,895.44,3610.2,2770.1,616.1,0.08,2642.08,2990.7968872780843,1,-117.72,20.36,0
0.23,4.55,9321.59,513.86,0.55,807.57,3381.71,2279.09,732.93,0.14,1971.52,152.97125620522735,0,103.86,44.29,0
0.17,6.51,9135.58,669.2,0.31,1010.25,4117.06,2802.19,455.45,0.19,2344.23,2386.3283532861146,1,-77.09,51.87,0
0.22,3.27,7750.27,434.06,0.56,960.39,4045.57,2481.38,869.85,0.13,2774.76,1218.6060379258263,2,0.62,61.35,0
0.23,23.14,10017.03,544.44,0.21,814.41,3749.42,2974.02,707.48,0.18,2786.92,2059.463918537111,0,-45.4,37.68,0
0.26,13.41,9423.94,579.28,0.18,332.53,3181.63,2754.26,596.41,0.15,2360.5,2594.691371476122,2,-50.23,88.72,0
0.1,5.72,8066.85,538.91,0.45,998.58,4169.7,2710.0,906.84,0.13,2012.26,865.0889341120861,2,1.45,51.52,0
0.18,4.4,9758.41,441.84,0.25,100.0,2254.62,2330.51,669.08,0.17,3138.16,2512.365892588373,0,-39.53,22.35,0
0.19,10.49,6118.97,194.23,0.48,737.45,3570.83,2565.55,866.41,0.22,2453.06,933.2433542156581,1,9.0,55.44,0
0.28,50.0,4101.68,1433.15,0.7,554.77,4175.62,1957.98,500.0,0.26,2406.04,1673.9459790732903,1,-212.61,99.73,1
0.22,2.84,7382.12,456.35,0.11,132.39,2969.58,2565.18,730.79,0.13,2715.12,3398.6696813094,0,-170.98,41.68,0
0.16,18.66,7718.45,327.67,0.03,1381.0,3873.77,3181.35,741.84,0.21,2234.72,2458.15099160579,2,20.26,54.42,0
0.21,5.13,6897.99,576.51,0.34,485.26,3211.7,2789.68,532.09,0.13,2330.37,2848.225045742719,1,-75.18,48.58,0
0.18,2.79,8781.84,473.12,0.2,949.57,3676.98,2249.66,1081.86,0.16,2704.13,2630.486856173152,1,-5.55,40.16,0
0.05,4.12,9238.34,374.66,0.33,550.06,3742.3,3184.83,521.32,0.13,2406.26,2655.4971223398397,1,17.84,81.52,0
0.16,5.82,8959.85,591.47,0.25,552.42,3432.63,2434.72,948.89,0.16,2623.34,811.3476414632976,0,28.52,53.24,0
0.25,50.0,3274.68,849.31,0.38,982.22,5294.45,2978.27,1184.86,0.17,1272.87,1069.8948086282671,1,87.48,143.42,1
0.17,16.1,5111.65,464.34,0.21,559.75,3547.53,3026.77,949.0,0.14,2869.32,1387.7058843777877,0,-91.57,39.04,0
0.12,3.95,8181.19,532.18,0.09,933.56,3290.76,2840.69,606.92,0.13,3272.31,2502.7876588229847,1,-33.09,73.98,0
0.12,8.53,7514.48,544.19,0.22,540.31,3359.51,2221.07,925.98,0.21,3078.86,467.4550438594561,0,64.24,30.9,0
0.21,2.37,7379.84,405.85,0.27,729.26,2887.79,2241.16,919.56,0.16,3065.36,3284.6805173435514,0,34.67,23.88,0
0.24,2.8,8819.6,452.66,0.32,384.67,3991.57,2860.74,675.0,0.23,2860.45,2550.028039836103,0,56.69,101.28,0
0.18,4.61,9753.08,596.01,0.56,577.55,2866.89,2701.3,575.17,0.13,2069.62,147.28312257496168,1,19.13,39.97,0
0.3,50.0,6750.28,849.89,0.51,336.28,5005.92,1606.35,1396.13,0.21,2890.99,1915.2669076346,1,-182.06,115.62,1
0.2,2.27,8245.14,726.7,0.38,217.87,3416.17,2359.24,1224.07,0.16,2699.75,3093.9525709480768,0,-37.69,50.52,0
0.18,2.82,7450.05,536.83,0.21,493.11,3140.05,3276.32,748.36,0.15,2847.64,302.28647550265686,0,-62.61,60.85,0
0.17,13.39,8594.48,487.74,0.48,334.66,3433.98,2851.97,483.55,0.17,2252.83,2525.665275383305,1,84.21,57.18,0
0.15,1.79,9089.05,724.84,0.22,799.61,3721.08,2768.85,580.02,0.13,1704.18,234.1253645101859,0,-8.07,29.5,0
0.28,2.4,8761.42,516.58,0.56,152.75,2866.65,2575.42,612.52,0.07,2781.28,3223.509341087658,0,25.88,62.7,0
0.2,5.12,6551.04,521.94,0.15,1193.58,3200.11,3080.42,342.07,0.1,2646.4,109.51665374287138,0,57.08,28.07,0
0.18,1.42,6296.55,501.75,0.27,1215.29,3167.3,2973.49,497.33,0.14,2063.29,759.5787467787495,0,63.18,27.8,0
0.19,2.71,6751.29,865.4,0.25,1156.98,3468.21,2645.37,336.83,0.17,2260.63,2991.7091961142955,2,-15.6,59.47,0
0.24,9.26,9396.33,484.08,0.21,955.66,3592.7,3604.93,737.45,0.16,3264.48,2757.424361134908,1,30.06,70.86,0
0.17,1.76,7452.3,512.3,0.29,952.74,3611.0,2345.8,969.43,0.14,2994.8,2676.1764996274846,0,-3.65,56.13,0
0.33,62.01,4954.79,952.84,0.28,1847.83,5899.74,2421.21,1801.11,0.27,2891.18,1955.1598860046904,1,-99.99,105.76,1
0.26,50.0,4199.95,683.21,0.48,1795.65,4023.81,2334.82,1581.75,0.15,2280.83,1235.4071712248897,2,-58.95,188.83,1
0.36,50.0,3942.7,1190.52,0.27,764.31,4264.43,2939.62,1691.46,0.25,2460.5,2801.4732392312744,1,-113.17,75.36,1
0.26,10.16,6777.97,774.82,0.42,1218.3,3523.72,3309.65,532.12,0.14,2468.52,361.5126604635322,1,-19.39,54.59,0
0.1,9.73,9908.72,797.78,0.12,1016.95,3045.76,2425.43,654.46,0.12,2690.24,1167.5946646672387,1,-66.9,44.06,0
0.3,5.04,7390.96,469.53,0.0,859.78,3702.65,2747.98,776.03,0.18,2031.93,13.725874775050432,0,19.67,46.21,0
0.13,9.2,8833.61,670.84,0.31,567.24,3215.09,2775.47,714.92,0.21,2148.94,582.0682219641864,1,10.85,54.83,0
0.23,4.54,7020.29,600.34,0.34,767.77,2273.22,2829.45,474.73,0.15,2826.64,479.20463804755155,0,-4.09,21.47,0
0.19,5.84,7670.88,417.74,0.31,901.33,3169.84,2257.82,748.48,0.1,2953.44,3102.8199440641342,0,-10.55,76.65,0
0.2,10.97,8685.84,513.4,0.11,998.58,3323.21,2558.5,1116.35,0.13,2684.51,3456.50547200767,1,49.26,53.67,0
0.28,1.02,7798.7,467.66,0.48,794.22,3380.76,3018.77,672.8,0.14,2163.16,1306.580136747057,0,-73.3,70.29,0
0.1,5.12,6386.52,835.31,0.19,990.98,3968.51,2374.92,803.18,0.13,2198.34,647.4896607062506,0,-100.35,0.0,0
0.2,1.37,7478.75,751.06,0.14,751.33,3294.92,2811.79,833.01,0.24,3158.04,2302.25394934544,0,-20.51,71.89,0
0.12,39.55,7465.36,623.53,0.25,1172.34,3790.03,2738.54,947.89,0.11,1664.53,1998.2534092651194,1,-21.97,37.21,0
0.29,5.41,7769.75,788.73,0.16,947.84,3893.36,2212.94,505.84,0.1,1741.25,1652.7632299860063,1,39.84,19.32,0
0.25,5.4,9171.76,257.36,0.01,900.9,2251.6,2977.8,708.21,0.11,2515.94,2684.148838273102,2,26.37,53.05,0
0.21,10.36,8280.51,582.66,0.32,206.58,3211.71,2761.49,832.74,0.22,2768.79,203.73249221128526,0,11.43,41.46,0
0.25,1.0,7897.57,591.49,0.56,1019.85,4227.23,2175.21,602.59,0.12,2087.9,3085.345312428207,0,34.63,39.5,0
0.23,1.25,7044.68,214.61,0.21,484.66,4059.1,2662.58,463.79,0.13,2808.66,2064.109260584219,0,-42.92,38.57,0
0.18,5.33,9129.78,454.0,0.42,370.39,3383.26,2317.07,356.57,0.12,2200.88,2148.111722796692,0,16.59,69.08,0
0.25,3.75,8853.93,507.15,0.34,1356.33,3342.39,3260.3,632.36,0.15,2087.32,1350.2887847217753,1,-3.58,48.42,0
0.16,50.0,4850.06,843.54,0.28,2143.36,4200.46,2859.66,1784.46,0.18,2760.09,678.5699608899891,0,-169.25,128.73,1
0.2,2.39,6551.5,545.15,0.24,719.18,2485.22,2281.23,698.35,0.07,2280.73,2502.879501893216,0,-15.43,64.41,0
0.24,4.28,10243.36,434.72,0.58,582.71,3994.64,2869.39,605.58,0.15,2969.7,1620.915142900688,0,33.77,61.54,0
0.15,2.6,7988.49,314.28,0.52,373.05,4265.05,3033.27,991.98,0.16,2708.66,632.2666702912136,1,-42.05,60.26,0
0.18,13.89,6273.16,458.46,0.39,915.46,3660.94,2362.99,527.02,0.08,1841.11,3146.0263245791602,0,51.82,69.01,0
0.22,1.72,7534.4,315.35,0.45,479.5,3214.12,2708.45,861.36,0.18,1008.73,262.56582393385827,1,-74.86,60.22,0
0.22,2.78,9376.65,77.73,0.43,134.53,3479.64,3147.98,639.29,0.1,2883.78,844.2533381331654,0,44.22,57.38,0
0.17,4.34,7253.95,412.18,0.3,498.28,3701.17,2056.18,898.08,0.15,2231.82,2029.506612508189,0,-99.03,111.1,0
0.23,1.51,12202.06,400.36,0.23,688.94,4031.52,2845.32,698.39,0.21,2881.31,1918.102877677661,1,-33.19,41.51,0
0.17,6.44,7586.78,321.93,0.57,876.12,3217.62,2480.98,752.32,0.2,1802.05,1695.7480904436102,2,-101.19,63.2,0
0.21,2.11,9809.8,586.05,0.47,747.86,3273.2,1981.49,603.74,0.11,2390.27,1250.907604734842,1,-57.22,42.73,0
0.21,50.0,4265.32,200.0,0.51,1139.81,4275.47,2728.49,1151.44,0.24,1669.18,2760.430321768106,1,-57.81,175.09,1
0.18,3.4,7418.76,239.24,0.56,438.9,3810.24,2325.29,695.27,0.19,1830.38,546.9500607148041,0,-24.19,47.22,0
0.29,1.08,9558.09,421.45,0.11,752.27,2713.66,2775.84,747.0,0.17,2503.89,3336.365786813316,1,6.75,40.8,0
0.3,13.19,9290.5,368.15,0.26,718.71,3515.5,3482.14,629.84,0.18,2692.1,3238.1672760022434,0,99.59,64.56,0
0.26,50.0,5991.28,1541.21,0.95,1157.4,3849.29,2965.39,1495.29,0.36,1847.15,3307.2705814192404,1,-66.25,103.79,1
0.19,4.8,6394.0,477.8,0.44,233.41,2604.07,2000.67,719.09,0.16,2651.03,1300.360691389353,0,-42.3,54.3,0
0.24,7.51,6453.34,645.6,0.49,748.12,3389.41,3017.81,796.06,0.21,2581.26,2439.314752859286,0,-10.48,64.37,0
0.21,16.22,3905.89,541.63,0.23,1142.76,3864.09,2935.48,420.22,0.14,2053.6,3128.986886773437,0,2.08,32.51,0
0.17,2.84,10311.98,674.44,0.34,534.88,3150.89,2551.29,813.32,0.09,3538.24,110.54912720564496,0,-23.11,96.84,0
0.18,7.87,7364.25,245.23,0.25,269.42,3037.74,2880.1,940.01,0.24,3637.66,111.74941930051266,0,55.38,48.57,0
0.16,2.6,10606.98,477.09,0.06,907.1,3743.49,2897.55,507.66,0.1,2527.14,144.5667486414568,0,-8.86,52.83,0
0.25,50.0,5906.29,808.15,0.45,572.82,4392.19,2517.8,910.96,0.21,1323.96,1190.0906412917075,1,-153.62,150.92,1
0.2,3.34,7418.63,424.75,0.22,929.0,3802.9,2460.02,590.15,0.23,2417.01,3548.4172577066183,0,-29.26,68.6,0
0.25,1.35,7589.56,580.96,0.27,763.94,2182.84,2711.18,1092.56,0.14,2498.7,1039.8988350945822,0,16.66,91.29,0
0.35,50.0,5903.38,858.02,0.92,863.87,3716.84,2091.44,1108.22,0.32,1479.29,2423.7650560242996,0,-75.18,77.57,1
0.18,10.99,7088.72,451.5,0.27,110.63,3649.98,3634.58,548.35,0.12,2041.93,1087.2178599975416,1,19.56,29.98,0
0.17,2.71,8709.83,558.24,0.23,1113.41,2610.86,2599.61,608.23,0.16,1472.88,2586.557116727816,1,-43.3,66.14,0
0.12,6.93,8480.28,534.73,0.34,751.62,3016.65,3362.43,612.11,0.13,2677.06,1643.3287395063567,0,-46.09,75.72,0
0.13,9.22,7867.14,308.51,0.36,787.63,3940.83,2609.86,977.07,0.17,2454.26,2083.7253747710474,0,-34.28,51.14,0
0.25,3.48,7925.8,796.36,0.35,687.6,4085.7,3415.06,668.16,0.13,3274.7,1304.3115106990606,0,-64.49,56.57,0
0.21,17.56,8273.42,426.8,0.41,100.0,3646.53,2116.04,875.57,0.07,2333.27,1996.0366526297364,1,-59.63,21.59,0
0.34,50.0,5749.17,580.14,0.42,1336.6,4401.29,2530.98,1047.36,0.15,868.27,2183.6581261774554,2,-230.71,119.89,1
0.23,4.4,6934.98,655.76,0.58,1096.17,3861.94,2708.34,618.51,0.2,1530.72,1565.1687730416222,0,44.29,37.56,0
0.22,2.29,5306.03,388.19,0.31,453.31,3578.65,2233.3,441.2,0.14,2367.54,800.6918228392528,0,30.76,45.5,0
0.23,2.2,8890.31,459.64,0.45,496.53,3191.62,3051.52,483.47,0.13,3529.7,1212.5225526903007,0,61.4,67.93,0
0.23,1.0,8730.11,584.04,0.3,566.99,2587.18,2377.33,535.44,0.19,2457.58,665.2680172230104,1,-16.18,44.04,0
0.2,5.54,7208.45,358.28,0.15,1015.26,4511.09,3369.92,767.5,0.15,2654.98,2368.0343132122193,0,-45.69,51.66,0
0.18,6.07,9903.88,367.0,0.4,983.39,2763.5,3077.65,831.16,0.16,2497.81,1852.3944805118247,0,2.83,29.79,0
0.27,50.0,6384.42,772.88,0.91,1993.56,3079.21,2898.15,1398.06,0.2,1970.78,2272.710120593169,1,-263.25,100.19,1
0.26,4.07,6038.54,466.1,0.4,639.66,3435.2,2587.35,748.18,0.16,2177.29,693.995075783207,1,49.0,93.44,0
0.25,5.61,10875.93,329.18,0.13,978.06,3676.93,3066.73,840.45,0.14,3131.48,3411.0568899379177,0,96.36,68.27,0
0.26,6.96,9303.2,467.82,0.12,429.22,3394.58,3074.27,687.39,0.13,1702.69,1107.0399710611755,0,21.53,45.72,0
0.26,50.0,5678.37,898.61,0.66,1323.27,4438.25,2116.46,1637.85,0.28,1916.49,965.5644690583817,1,-43.95,117.81,1
0.13,23.37,7916.16,327.98,0.23,779.22,4127.33,2497.76,776.2,0.15,3751.45,2585.0214786132638,0,12.98,62.39,0
0.22,4.02,9540.61,283.57,0.12,769.78,3872.48,3100.96,754.46,0.16,2118.93,707.2904730308778,1,28.2,76.99,0
0.2,16.51,9553.87,212.55,0.29,944.32,4340.39,3062.85,685.48,0.19,2246.21,3017.5784972143615,2,4.17,32.68,0
0.22,5.8,6529.42,598.52,0.31,948.4,3982.22,2933.57,757.03,0.11,1960.63,1460.2563530172724,1,11.75,39.64,0
0.17,3.91,7988.78,559.85,0.24,958.48,3713.35,2786.66,564.53,0.05,1793.12,928.548876920201,1,-31.26,42.46,0
0.19,3.53,7880.94,619.24,0.19,1149.42,3849.65,2970.32,471.85,0.17,2556.96,2980.9145822634664,0,-15.73,94.92,0
0.32,50.0,4465.73,1060.4,0.44,1055.25,3747.76,2802.93,1802.5,0.24,1779.43,1321.6753766375587,1,-137.0,150.53,1
0.4,50.0,5738.07,820.15,0.58,1319.78,4111.1,2264.19,1181.35,0.24,2600.73,2624.9089396099735,2,-42.5,153.26,1
0.2,8.52,7560.86,585.2,0.32,297.53,3031.51,2635.72,924.39,0.19,2137.35,3566.329092617581,0,-45.66,57.28,0
0.28,3.32,6501.6,341.55,0.5,700.75,3023.35,2696.97,661.72,0.13,2978.45,370.8557767235718,1,-7.68,101.69,0
0.23,2.3,7574.47,469.44,0.57,845.48,3160.68,2589.35,405.27,0.14,2489.96,1242.4456204314959,0,44.0,58.86,0
0.19,6.63,8198.9,622.78,0.19,904.46,3896.37,2742.85,624.71,0.12,3166.92,8.58421590979686,1,81.15,49.71,0
0.15,12.12,8513.15,541.04,0.34,287.07,3160.15,2636.69,636.58,0.21,1963.72,2613.8911166230137,0,-52.98,48.46,0
0.15,2.04,7479.88,278.66,0.18,152.13,3364.23,3271.09,619.23,0.12,2259.99,1641.4643313887668,1,-27.76,40.95,0
0.24,9.74,7037.27,436.48,0.46,811.62,4521.98,2156.37,771.92,0.12,2319.55,897.4695241179493,0,-81.16,64.39,0
0.19,10.03,7413.46,658.51,0.22,685.79,2850.92,2639.83,689.23,0.2,2233.0,2378.0635879662495,0,21.47,3.66,0
0.25,2.63,7818.39,625.25,0.33,142.4,2678.59,2748.59,464.29,0.22,2234.64,702.6739091318691,0,28.65,50.76,0
0.25,11.6,7174.2,468.45,0.11,1043.07,4125.33,2982.18,735.57,0.15,2860.36,2575.0481795068486,0,78.45,50.67,0
0.22,1.19,8111.41,522.27,0.55,820.86,4034.4,3153.74,691.29,0.14,2133.41,727.126272266107,0,11.25,28.99,0
0.13,2.76,7334.86,330.66,0.41,289.98,3054.32,2945.96,700.22,0.11,2657.94,1027.2840053882126,0,50.45,26.9,0
0.2,5.33,6792.87,604.71,0.1,981.78,3508.78,2305.28,878.3,0.18,1886.06,1036.362328943853,2,41.7,73.5,0
0.23,50.0,4480.74,667.7,0.5,770.15,4996.75,2858.79,1676.75,0.21,1776.71,1855.2726503882393,0,-129.32,165.04,1
0.19,10.82,7707.82,700.05,0.29,928.8,3578.69,2923.76,699.21,0.18,2939.62,3616.5774558193893,0,62.89,35.72,0
0.28,1.93,9160.34,487.26,0.28,705.12,3347.75,3440.16,627.86,0.09,2923.28,3604.037466942341,1,0.8,88.97,0
0.29,1.97,7030.21,446.87,0.44,822.0,3687.64,3146.15,742.83,0.17,2793.57,3312.8951393017865,0,71.02,38.71,0
0.22,7.87,7273.06,466.36,0.5,878.41,4197.93,2272.21,795.11,0.17,2541.91,2104.8755859769567,1,68.28,52.82,0
0.32,50.0,3234.72,1052.57,0.56,732.4,4293.38,2719.85,1464.77,0.28,1958.51,3596.207933038308,0,-151.27,152.53,1
0.21,58.95,5639.64,473.24,0.45,1792.78,4233.0,3196.15,1498.38,0.29,3121.26,1143.596341325854,0,-250.19,98.76,1
0.12,2.94,6295.44,415.54,0.65,964.97,3615.84,3192.75,654.17,0.23,2743.21,84.60799762621815,2,139.51,47.59,0
0.25,2.13,7914.74,857.06,0.39,1222.92,3200.42,3411.64,686.47,0.14,3006.64,3396.1964885907855,2,29.38,45.13,0
0.22,4.37,8534.72,476.2,0.33,366.68,3702.84,2318.39,865.18,0.08,2217.51,1999.4582239453791,0,-58.63,79.19,0
0.14,1.81,7799.33,549.68,0.12,1171.05,3800.44,2917.81,878.26,0.15,1949.37,79.53671241075622,1,12.0,6.75,0
0.29,50.0,2877.0,675.9,0.19,737.4,4379.96,2800.69,1135.44,0.29,1177.26,1773.353045203882,1,-43.85,96.58,1
0.28,3.71,5219.4,517.13,0.34,1741.01,2903.25,2448.01,670.37,0.1,2548.98,1041.2547032512718,1,140.76,67.07,0
0.22,5.25,9719.73,525.56,0.25,1178.91,3728.73,2785.66,945.71,0.17,2674.54,3484.4476439664604,0,-5.32,74.82,0
0.28,4.06,5031.47,711.42,0.61,783.62,3184.3,2694.27,662.81,0.08,2828.99,955.8828978034986,0,10.56,63.0,0
0.18,1.29,5577.88,357.33,0.17,458.8,4061.65,2287.49,150.55,0.16,803.04,227.2731010683855,1,-67.92,38.19,0
0.39,50.0,4932.55,932.07,0.67,1318.61,3763.38,2466.44,808.98,0.3,3890.21,1367.708976845961,0,-77.34,103.77,1
0.11,2.59,9418.45,713.64,0.27,820.96,4183.45,2784.75,518.5,0.13,2593.91,1365.109020592176,0,-2.03,42.41,0
0.19,1.0,8682.06,526.81,0.0,1406.86,2885.18,2891.48,729.75,0.17,2894.1,942.4040886028704,0,-10.69,73.68,0
0.17,2.92,7766.87,467.31,0.22,1296.03,3759.42,2425.17,672.93,0.18,2282.98,2880.175642139548,0,50.14,47.63,0
0.18,50.0,5265.36,518.27,0.41,767.78,4134.64,2525.61,795.12,0.29,817.28,646.1188129949378,1,42.71,73.68,1
0.2,6.89,5768.94,604.54,0.34,766.67,3529.73,3262.8,608.53,0.16,2612.67,2935.6138335717023,1,34.63,43.35,0
0.21,3.11,7370.23,640.14,0.31,995.12,3331.03,3095.38,619.67,0.16,2601.39,2763.930173815001,1,-72.46,60.26,0
0.25,4.26,7355.15,631.14,0.47,692.22,4552.99,1893.78,1093.08,0.16,2875.01,1933.5947001277464,1,13.48,39.39,0
0.24,2.4,8816.69,524.08,0.32,1016.08,3570.28,2657.7,993.86,0.14,2643.93,1656.0495945188395,1,-55.14,41.87,0
0.27,9.27,8254.96,692.74,0.0,833.03,3040.65,3477.25,609.0,0.19,2169.27,2527.2073284447392,1,44.96,42.74,0
0.16,4.04,9576.16,301.82,0.44,620.82,3345.36,3085.94,767.16,0.14,2582.26,106.2296224619376,0,18.15,15.96,0
0.3,50.0,4976.37,1015.6,0.76,1104.81,3478.12,2150.69,1666.63,0.17,2092.59,1316.0143648168491,0,-138.45,107.19,1
0.2,3.31,6368.78,741.43,0.25,1215.57,3840.05,3152.35,664.95,0.1,2680.04,3036.1795244954005,2,-16.51,53.93,0
0.33,50.0,4584.3,1059.38,0.69,1214.07,3635.91,2421.58,987.02,0.27,2663.86,2105.426890899268,1,-82.74,100.18,1
0.25,50.0,5545.77,860.81,0.4,1701.21,4550.42,2206.4,1210.72,0.32,2077.66,3068.5102535154774,0,-82.91,140.0,1
0.15,3.55,8819.88,319.77,0.42,803.94,2493.66,3349.15,469.03,0.17,2488.25,1859.946479893969,0,45.57,70.6,0
0.19,4.95,8035.92,525.93,0.3,983.48,2967.37,2809.0,896.9,0.05,2516.99,2126.309645997859,0,-25.88,75.22,0
0.3,5.98,7775.18,562.56,0.38,470.92,3540.82,2793.11,734.92,0.14,2785.18,1243.7050419785796,0,-24.57,35.57,0
0.22,5.74,8799.34,333.92,0.15,528.42,2887.07,3136.29,890.16,0.08,2810.43,307.293630991506,0,-22.51,64.65,0
0.32,5.08,4309.35,434.12,0.49,1060.45,3887.64,2341.55,805.28,0.13,2172.74,831.5950482981995,0,-45.16,50.31,0
0.18,1.71,7632.24,514.78,0.38,776.91,2775.96,3176.73,557.78,0.23,2497.64,2395.245291854193,1,-79.04,80.62,0
0.2,7.26,7486.97,207.74,0.27,881.36,3135.61,2209.49,904.59,0.11,2905.78,1962.1863879219184,0,-40.96,37.74,0
0.18,4.66,8148.52,698.18,0.37,788.41,3721.43,2024.14,898.62,0.14,1834.41,3544.5071356592834,0,-14.87,54.72,0
0.28,39.18,8116.05,507.31,0.26,448.94,3015.23,3022.51,618.17,0.14,2350.43,284.50078980485904,1,-98.24,44.83,0
0.09,4.77,7952.79,497.48,0.27,815.29,3076.59,2762.25,609.25,0.15,2460.54,3152.659569052847,1,21.23,33.65,0
0.27,2.19,8747.17,537.56,0.26,771.18,4022.9,2065.66,616.81,0.26,2503.69,3270.9629538956533,0,-140.29,57.17,0
0.25,4.5,9957.44,185.83,0.03,568.02,2600.01,2532.92,534.23,0.22,2513.84,911.5083025308643,1,7.45,48.85,0
0.2,2.05,7735.8,839.39,0.28,417.65,3275.92,2189.18,900.01,0.18,2710.17,2584.5815752079734,1,-70.82,82.01,0
0.36,50.0,4736.37,1246.0,0.55,1439.71,3328.77,2458.84,1245.87,0.18,2314.03,2300.2173052050953,1,-157.39,92.49,1
0.21,1.62,8512.63,591.89,0.37,858.63,4002.42,2498.7,790.53,0.14,3023.83,979.7581894612861,0,91.12,42.18,0
0.22,2.07,5870.92,252.18,0.32,664.05,3396.45,2623.51,667.23,0.1,2419.98,3248.0918944423474,0,49.82,4.18,0
0.13,4.85,9201.77,264.64,0.37,1198.31,3348.4,2152.65,501.85,0.15,2297.9,3547.5883281897777,0,99.07,61.04,0
0.25,50.0,4734.47,1011.99,0.55,1548.32,3913.81,1897.92,1584.92,0.27,1193.76,1998.541870432711,1,-132.9,125.44,1
0.27,29.09,8749.73,413.68,0.1,923.21,3903.24,3048.77,705.59,0.1,2590.16,765.8352212408658,1,51.45,77.75,0
0.2,3.42,8383.97,141.2,0.18,548.91,4022.0,2154.39,694.07,0.16,2120.42,1412.5359178058416,0,90.56,52.69,0
0.19,11.09,8190.76,537.93,0.25,1009.44,3348.66,2965.11,1062.24,0.1,3387.73,2459.551852052287,2,-23.24,24.46,0
0.19,6.09,6743.27,419.39,0.4,865.01,3597.08,3476.47,588.51,0.14,3268.38,2701.3079121106603,0,-20.36,47.54,0
0.25,11.98,7490.02,372.33,0.28,869.28,2693.63,2604.0,961.85,0.17,3154.88,994.1968146171662,1,-87.86,36.97,0
0.2,1.22,8185.29,292.42,0.29,1276.31,3214.65,2625.87,1110.81,0.15,2684.44,1334.8377155846895,1,17.56,16.07,0
0.21,5.47,6401.3,610.43,0.22,710.64,3669.94,2770.16,907.31,0.17,3226.29,737.4631855882112,0,-86.27,41.11,0
0.18,8.87,7325.52,587.98,0.22,845.5,2739.65,2755.61,555.93,0.09,2542.87,18.191029427719823,0,88.95,26.99,0
0.19,2.68,9946.87,543.45,0.44,844.28,2860.65,2951.66,654.41,0.16,1801.06,2147.864743328692,2,6.81,38.28,0
0.13,2.7,7547.3,365.17,0.25,1036.09,2883.34,2350.88,767.9,0.23,2244.5,2069.535480977049,1,12.32,29.66,0
0.28,5.69,7611.17,372.5,0.21,473.92,3740.73,2755.42,538.31,0.12,3187.65,3318.0039468178597,0,109.05,1.36,0
0.15,20.78,8051.22,476.61,0.41,629.68,2964.13,3060.93,640.49,0.2,2341.67,220.0873147828605,0,3.49,68.35,0
0.26,2.49,6322.65,520.92,0.23,955.86,3247.7,2898.83,786.2,0.11,2579.12,3389.6048671222056,0,-16.28,31.89,0
0.2,7.77,6886.01,584.51,0.56,827.62,3103.68,2848.34,632.08,0.14,1781.97,2192.492564234262,0,-29.63,68.47,0
0.27,8.3,8344.89,387.36,0.38,837.25,4122.39,3248.89,747.51,0.11,3225.4,621.816740116641,1,11.97,21.66,0
0.33,50.0,4030.44,1035.21,0.45,1463.04,2917.82,2614.89,1177.92,0.27,2311.34,3233.34986110709,0,-6.67,129.78,1
0.22,5.64,8103.36,716.02,0.33,647.03,3294.72,4063.23,1025.75,0.17,3010.83,3189.6982049080734,1,-67.34,51.46,0
0.17,1.32,8910.41,480.32,0.31,647.17,4044.02,2861.6,807.09,0.13,2478.38,3186.8841837749783,0,9.3,35.31,0
0.14,10.45,9984.39,506.72,0.27,684.3,3095.46,2329.99,442.32,0.13,2764.08,2185.084245664883,0,18.17,74.74,0
